,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
159,1029,Adam Warlock,\/Adam_Warlock_(Earth-616),No Dual Identity,Good Characters,White Eyes,Gold Hair,Male Characters,,Living Characters,252.0,Sep-67,1967.0
160,2407,Heather McNeil,\/Heather_McNeil_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,252.0,Nov-80,1980.0
161,2034,Curtis Connors,\/Curtis_Connors_(Earth-616),Public Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,250.0,Nov-63,1963.0
162,2097,Theodore Sallis,\/Theodore_Sallis_(Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,Male Characters,,Living Characters,249.0,May-71,1971.0
163,2421,Adrian Toomes,\/Adrian_Toomes_(Earth-616),Public Identity,Bad Characters,Hazel Eyes,Bald,Male Characters,,Living Characters,248.0,May-63,1963.0
164,1514,Amora,\/Amora_(Earth-616),Public Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,247.0,Apr-64,1964.0
165,1335,Clea,\/Clea_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,247.0,Nov-64,1964.0
166,1289,Mar-Vell,\/Mar-Vell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,245.0,Dec-67,1967.0
167,2309,Eugene Judd,\/Eugene_Judd_(Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,245.0,Aug-83,1983.0
168,1813,Daimon Hellstrom,\/Daimon_Hellstrom_(Earth-616),No Dual Identity,Neutral Characters,Red Eyes,Red Hair,Male Characters,,Living Characters,242.0,Sep-73,1973.0
169,76396,John Jonah Jameson III,\/John_Jonah_Jameson_III_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Auburn Hair,Male Characters,,Living Characters,240.0,Mar-63,1963.0
170,2497,Triton,\/Triton_(Earth-616),No Dual Identity,Good Characters,Green Eyes,No Hair,Male Characters,,Living Characters,240.0,Dec-65,1965.0
171,2138,Meggan Puceanu,\/Meggan_Puceanu_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,240.0,Dec-83,1983.0
172,6517,Robert Reynolds,\/Robert_Reynolds_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,240.0,Sep-00,2000.0
173,2351,Aleksei Sytsevich,\/Aleksei_Sytsevich_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,239.0,Oct-66,1966.0
174,15903,Santo Vaccarro,\/Santo_Vaccarro_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,238.0,Sep-03,2003.0
175,2335,Jonathan Clay,\/Jonathan_Clay_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Homosexual Characters,Living Characters,237.0,Aug-60,1960.0
176,1095,Ares,\/Ares_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,236.0,Apr-49,1949.0
177,2523,Sersi,\/Sersi_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,236.0,Sep-76,1976.0
178,2617,Guido Carosella,\/Guido_Carosella_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,236.0,Jul-85,1985.0
179,1533,Zabu,\/Zabu_(Earth-616),Public Identity,Good Characters,Green Eyes,Orange Hair,Male Characters,,Living Characters,234.0,Mar-65,1965.0
180,2186,Michael Morbius,\/Michael_Morbius_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,231.0,Oct-71,1971.0
181,2353,Julio Richter,\/Julio_Richter_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Living Characters,231.0,Jun-87,1987.0
182,15511,Phoenix Force,\/Phoenix_Force_(Earth-616),Secret Identity,Neutral Characters,,No Hair,,,Deceased Characters,229.0,Oct-76,1976.0
183,15907,Megan Gwynn,\/Megan_Gwynn_(Earth-616),Public Identity,Good Characters,Black Eyeballs,Pink Hair,Female Characters,,Living Characters,229.0,Nov-04,2004.0
184,2724,Kyle Richmond,\/Kyle_Richmond_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Auburn Hair,Male Characters,,Living Characters,227.0,Oct-69,1969.0
185,1911,Karen Page,\/Karen_Page_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,226.0,Apr-64,1964.0
186,1336,Tyrone Johnson,\/Tyrone_Johnson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,226.0,Mar-82,1982.0
187,1503,Maxwell Dillon,\/Maxwell_Dillon_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Auburn Hair,Male Characters,,Living Characters,225.0,Feb-64,1964.0
188,1356,Valerie Cooper,\/Valerie_Cooper_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,225.0,Dec-83,1983.0
189,8844,Anna May,\/Anna_May_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,224.0,Aug-64,1964.0
190,1471,Vlad Dracula,\/Vlad_Dracula_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,223.0,Mar-51,1951.0
191,1389,Tandy Bowen,\/Tandy_Bowen_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,222.0,Mar-82,1982.0
192,2054,Monet St. Croix,\/Monet_St._Croix_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,221.0,Nov-94,1994.0
193,1684,Gamora,\/Gamora_(Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,218.0,Jun-75,1975.0
194,10174,Amara Aquilla,\/Amara_Aquilla_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,217.0,Oct-83,1983.0
195,2590,Julia Carpenter,\/Julia_Carpenter_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,212.0,Oct-84,1984.0
196,1654,Jane Foster,\/Jane_Foster_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,211.0,Sep-62,1962.0
197,2482,Mortimer Toynbee,\/Mortimer_Toynbee_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,210.0,Mar-64,1964.0
198,1080,Scott Lang,\/Scott_Lang_(Earth-616),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,209.0,Mar-79,1979.0
199,1840,Paige Guthrie,\/Paige_Guthrie_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,207.0,Nov-84,1984.0
200,8648,Benjamin Parker,\/Benjamin_Parker_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,205.0,Aug-62,1962.0
201,1117,Erik Josten,\/Erik_Josten_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,204.0,Oct-65,1965.0
202,1122,Jeanne-Marie Beaubier,\/Jeanne-Marie_Beaubier_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,203.0,Apr-79,1979.0
203,1027,Carl Creel,\/Carl_Creel_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,202.0,Apr-64,1964.0
204,18854,Gloria Grant,\/Gloria_Grant_(Earth-616),No Dual Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,202.0,Jan-75,1975.0
205,2528,Michael Twoyoungmen,\/Michael_Twoyoungmen_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,200.0,Apr-79,1979.0
206,119275,Hope Summers,\/Hope_Summers_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,200.0,Jan-08,2008.0
207,2470,Eric Masterson,\/Eric_Masterson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,198.0,May-88,1988.0
208,1544,Alexander Power,\/Alexander_Power_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,197.0,Aug-84,1984.0
209,2501,Matthew Hawk,\/Matthew_Hawk_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,195.0,Nov-62,1962.0
210,1888,Jessica Jones,\/Jessica_Jones_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,195.0,Sep-63,1963.0
211,1215,Frederick Dukes,\/Frederick_Dukes_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,194.0,Jan-64,1964.0
212,1204,Eric Brooks,\/Eric_Brooks_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,194.0,Jul-73,1973.0
213,1523,Eros,\/Eros_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,193.0,Feb-73,1973.0
214,1232,Madison Jeffries,\/Madison_Jeffries_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,193.0,Aug-83,1983.0
215,2099,Mandarin,\/Mandarin_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,190.0,Feb-64,1964.0
216,2006,The Wizard,\/The_Wizard_(Earth-616),Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,189.0,Nov-62,1962.0
217,51769,Akihiro,\/Akihiro_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Bisexual Characters,Living Characters,189.0,Oct-06,2006.0
218,1943,Sergei Kravinoff,\/Sergei_Kravinoff_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,188.0,Aug-64,1964.0
219,1315,Jonothon Starsmore,\/Jonothon_Starsmore_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,187.0,Nov-94,1994.0
220,1142,Helmut Zemo,\/Helmut_Zemo_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,184.0,Dec-73,1973.0
221,15901,Victor Borkowski,\/Victor_Borkowski_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,184.0,Aug-03,2003.0
222,4368,Edward Leeds,\/Edward_Leeds_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,181.0,Nov-64,1964.0
223,1576,Ultron,\/Ultron_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,181.0,Jul-68,1968.0
224,1386,Douglas Ramsey,\/Douglas_Ramsey_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,181.0,Mar-84,1984.0
225,2715,Quentin Beck,\/Quentin_Beck_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,180.0,Jun-64,1964.0
226,1822,Herbert Wyndham,\/Herbert_Wyndham_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,179.0,Nov-66,1966.0
227,39324,Julian Keller,\/Julian_Keller_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,179.0,Aug-03,2003.0
228,1981,Jack Russell,\/Jack_Russell_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,178.0,Feb-72,1972.0
229,39972,Celeste Cuckoo,\/Celeste_Cuckoo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,177.0,Nov-01,2001.0
230,1354,Valentina Allegra de Fontaine,\/Valentina_Allegra_de_Fontaine_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,176.0,Aug-67,1967.0
231,2065,Ophelia Sarkissian,\/Ophelia_Sarkissian_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,175.0,Feb-69,1969.0
232,1344,Colleen Wing,\/Colleen_Wing_(Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,,Living Characters,175.0,Nov-74,1974.0
233,57563,Irma Cuckoo,\/Irma_Cuckoo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,175.0,Nov-01,2001.0
234,1184,Sebastian Shaw,\/Sebastian_Shaw_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,174.0,Jan-80,1980.0
235,57564,Phoebe Cuckoo,\/Phoebe_Cuckoo_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,174.0,Nov-01,2001.0
236,2376,Sage,\/Sage_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,172.0,Apr-80,1980.0
237,2115,Valeria Richards,\/Valeria_Richards_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,171.0,Feb-02,2002.0
238,194870,Donald Blake,\/Donald_Blake_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,170.0,Aug-62,1962.0
239,1809,Hela,\/Hela_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,170.0,Mar-64,1964.0
240,2024,Lilandra Neramani,\/Lilandra_Neramani_(Earth-616),No Dual Identity,Good Characters,Orange Eyes,Black Hair,Female Characters,,Deceased Characters,170.0,Feb-76,1976.0
241,1760,Henry Gyrich,\/Henry_Gyrich_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,170.0,Nov-77,1977.0
242,4877,Dwayne Taylor,\/Dwayne_Taylor_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,169.0,Dec-89,1989.0
243,7975,Harold Hogan,\/Harold_Hogan_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,166.0,Sep-63,1963.0
244,15257,Redwing,\/Redwing_(Earth-616),Public Identity,,Yellow Eyes,,Male Characters,,Living Characters,165.0,Sep-69,1969.0
245,1399,Christopher Powell,\/Christopher_Powell_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,165.0,Mar-91,1991.0
246,2178,Harvey Elder,\/Harvey_Elder_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,164.0,Nov-61,1961.0
247,1140,Wolfgang von Strucker,\/Wolfgang_von_Strucker_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,164.0,Jan-64,1964.0
248,2015,Dirk Garthwaite,\/Dirk_Garthwaite_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,164.0,Jan-68,1968.0
249,2271,Pip Gofern,\/Pip_Gofern_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,163.0,Apr-75,1975.0
250,2428,Tony Masters,\/Tony_Masters_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,163.0,May-80,1980.0
251,19592,David Lieberman,\/David_Lieberman_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,163.0,Nov-87,1987.0
252,1756,James Hudson,\/James_Hudson_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,161.0,Feb-78,1978.0
253,1874,Miles Warren,\/Miles_Warren_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,160.0,Dec-65,1965.0
254,1715,Kallark,\/Kallark_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,,Living Characters,160.0,Oct-77,1977.0
255,1084,En Sabah Nur,\/En_Sabah_Nur_(Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,160.0,Jun-86,1986.0
256,2624,Shiro Yoshida,\/Shiro_Yoshida_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,158.0,Jan-70,1970.0
257,2554,Silver Sablinova,\/Silver_Sablinova_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Female Characters,,Deceased Characters,158.0,Jun-85,1985.0
258,5398,Elvin Haliday,\/Elvin_Haliday_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,158.0,Nov-90,1990.0
259,25255,James Bradley,\/James_Bradley_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,158.0,,
260,2168,Calvin Zabo,\/Calvin_Zabo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,157.0,Dec-63,1963.0
261,1226,Frederick Myers,\/Frederick_Myers_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,157.0,Jul-66,1966.0
262,2105,Mantis,\/Mantis_(Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,156.0,Jun-73,1973.0
263,1057,Marlene Alraune,\/Marlene_Alraune_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,156.0,Jun-76,1976.0
264,1435,Rachel Leighton,\/Rachel_Leighton_(Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,156.0,Oct-85,1985.0
265,119342,Veranke,\/Veranke_(Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,,Deceased Characters,156.0,Jan-05,2005.0
266,2170,Nathaniel Essex,\/Nathaniel_Essex_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,155.0,Sep-87,1987.0
267,1450,Anthony Druid,\/Anthony_Druid_(Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,153.0,Jun-61,1961.0
268,68280,Cassandra Lang,\/Cassandra_Lang_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,153.0,Apr-79,1979.0
269,1163,Beta Ray Bill,\/Beta_Ray_Bill_(Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,153.0,Nov-83,1983.0
270,1958,Samuel Sterns,\/Samuel_Sterns_(Earth-616),Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,152.0,Dec-64,1964.0
271,1961,Leech,\/Leech_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,152.0,Mar-84,1984.0
272,2422,Glenn Talbot,\/Glenn_Talbot_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,151.0,Nov-64,1964.0
273,15209,Bug,\/Bug_(Earth-616),Public Identity,Good Characters,Yellow Eyes,Green Hair,Male Characters,,Living Characters,151.0,Jan-79,1979.0
274,2494,Peter Petruski,\/Peter_Petruski_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,150.0,Jan-63,1963.0
275,2023,Julie Power,\/Julie_Power_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Pansexual Characters,Living Characters,150.0,Aug-84,1984.0
276,2067,Giuletta Nefaria,\/Giuletta_Nefaria_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,149.0,Jan-68,1968.0
277,41613,Robert Ralston,\/Robert_Ralston_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,148.0,May-63,1963.0
278,79494,Maximus,\/Maximus_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,147.0,Feb-66,1966.0
279,1287,Genis-Vell,\/Genis-Vell_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,147.0,Oct-93,1993.0
280,16501,Hisako Ichiki,\/Hisako_Ichiki_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,147.0,Oct-04,2004.0
